entity_system_table_id,entity_id,schema_name,table_name,primary_key
34,19,UC_BANNER,PAIS,COD_PAIS
35,19,NORMALIZADO_PEOPLE_SOFT,COUNTRY,code
36,20,NORMALIZADO_TEST,PERSON_BANNER,rut
37,20,NORMALIZADO_TEST,PERSON_PEOPLE_SOFT,rut
38,21,NORMALIZADO_TEST,PERSON_BANNER,rut
39,21,NORMALIZADO_TEST,PERSON_PEOPLE_SOFT,rut
